Year,Age,Ethnic,Sex,Area,count
2018,1,6,9,2,210
2018,1,6,9,3,63
2018,1,6,9,4,39
2018,1,6,9,5,0
2018,1,6,9,6,12
2018,1,6,9,7,15
2018,1,6,9,8,33
2018,1,6,9,9,66
2018,1,6,9,12,6
2018,1,6,9,13,105
2018,1,6,9,14,24
2018,1,6,9,15,15
2018,1,6,9,16,3
2018,1,6,9,17,9
2018,1,6,9,18,0
2018,1,6,9,99,..C
2018,1,6,9,9999,609
2018,1,6,9,77,609
2018,1,9,1,1,3
2018,1,9,1,2,0
2018,1,9,1,3,0
2018,1,9,1,4,3
2018,1,9,1,5,0
2018,1,9,1,6,0
2018,1,9,1,7,0
2018,1,9,1,8,0
2018,1,9,1,9,0
2018,1,9,1,12,0
2018,1,9,1,13,0
2018,1,9,1,14,0
2018,1,9,1,15,0
2018,1,9,1,16,0
2018,1,9,1,17,0
2018,1,9,1,18,0
2018,1,9,1,99,..C
2018,1,9,1,9999,6
2018,1,9,1,77,6
2018,1,9,2,1,0
2018,1,9,2,2,3
2018,1,9,2,3,3
2018,1,9,2,4,0
2018,1,9,2,5,0
2018,1,9,2,6,0
2018,1,9,2,7,0
2018,1,9,2,8,0
2018,1,9,2,9,0
2018,1,9,2,12,0
2018,1,9,2,13,3
2018,1,9,2,14,0
2018,1,9,2,15,0
2018,1,9,2,16,0
2018,1,9,2,17,0
2018,1,9,2,18,0
2018,1,9,2,99,..C
2018,1,9,2,9999,9
2018,1,9,2,77,9
2018,1,9,9,1,3
2018,1,9,9,2,3
2018,1,9,9,3,3
2018,1,9,9,4,3
2018,1,9,9,5,0
2018,1,9,9,6,0
2018,1,9,9,7,0
2018,1,9,9,8,0
2018,1,9,9,9,0
2018,1,9,9,12,0
2018,1,9,9,13,3
2018,1,9,9,14,0
2018,1,9,9,15,0
2018,1,9,9,16,0
2018,1,9,9,17,0
2018,1,9,9,18,0
2018,1,9,9,99,..C
2018,1,9,9,9999,15
2018,1,9,9,77,15
2018,1,77,1,1,1200
2018,1,77,1,2,10440
2018,1,77,1,3,3195
2018,1,77,1,4,2097
2018,1,77,1,5,360
2018,1,77,1,6,1104
2018,1,77,1,7,774
2018,1,77,1,8,1521
2018,1,77,1,9,2949
2018,1,77,1,12,174
2018,1,77,1,13,3483
2018,1,77,1,14,1128
2018,1,77,1,15,606
2018,1,77,1,16,258
2018,1,77,1,17,270
2018,1,77,1,18,276
2018,1,77,1,99,..C
2018,1,77,1,9999,29847
2018,1,77,1,77,29841
2018,1,77,2,1,1179
2018,1,77,2,2,10053
2018,1,77,2,3,3042
2018,1,77,2,4,1929
2018,1,77,2,5,342
2018,1,77,2,6,1032
2018,1,77,2,7,696
2018,1,77,2,8,1455
2018,1,77,2,9,2841
2018,1,77,2,12,150
2018,1,77,2,13,3405
2018,1,77,2,14,1080
2018,1,77,2,15,549
2018,1,77,2,16,234
2018,1,77,2,17,252
2018,1,77,2,18,255
2018,1,77,2,99,..C
2018,1,77,2,9999,28497
2018,1,77,2,77,28491
2018,1,77,9,1,2379
2018,1,77,9,2,20496
2018,1,77,9,3,6237
2018,1,77,9,4,4026
2018,1,77,9,5,705
2018,1,77,9,6,2136
2018,1,77,9,7,1470
2018,1,77,9,8,2979
2018,1,77,9,9,5790
2018,1,77,9,12,321
2018,1,77,9,13,6888
2018,1,77,9,14,2211
2018,1,77,9,15,1155
2018,1,77,9,16,495
2018,1,77,9,17,519
2018,1,77,9,18,531
2018,1,77,9,99,6
2018,1,77,9,9999,58341
2018,1,77,9,77,58335
2018,1,9999,1,1,1203
2018,1,9999,1,2,10440
2018,1,9999,1,3,3198
2018,1,9999,1,4,2100
2018,1,9999,1,5,360
2018,1,9999,1,6,1104
2018,1,9999,1,7,774
2018,1,9999,1,8,1521
2018,1,9999,1,9,2949
2018,1,9999,1,12,174
2018,1,9999,1,13,3480
2018,1,9999,1,14,1131
2018,1,9999,1,15,606
2018,1,9999,1,16,258
2018,1,9999,1,17,270
2018,1,9999,1,18,276
2018,1,9999,1,99,6
2018,1,9999,1,9999,29853
2018,1,9999,1,77,29850
2018,1,9999,2,1,1179
2018,1,9999,2,2,10056
2018,1,9999,2,3,3045
2018,1,9999,2,4,1929
2018,1,9999,2,5,342
2018,1,9999,2,6,1032
2018,1,9999,2,7,696
2018,1,9999,2,8,1455
2018,1,9999,2,9,2844
2018,1,9999,2,12,150
2018,1,9999,2,13,3405
2018,1,9999,2,14,1080
2018,1,9999,2,15,549
2018,1,9999,2,16,234
2018,1,9999,2,17,252
2018,1,9999,2,18,255
2018,1,9999,2,99,3
2018,1,9999,2,9999,28503
2018,1,9999,2,77,28503
2018,1,9999,9,1,2379
2018,1,9999,9,2,20499
2018,1,9999,9,3,6240
2018,1,9999,9,4,4026
2018,1,9999,9,5,705
2018,1,9999,9,6,2136
2018,1,9999,9,7,1470
2018,1,9999,9,8,2979
2018,1,9999,9,9,5793
2018,1,9999,9,12,321
2018,1,9999,9,13,6891
2018,1,9999,9,14,2211
2018,1,9999,9,15,1155
2018,1,9999,9,16,495
2018,1,9999,9,17,519
2018,1,9999,9,18,531
2018,1,9999,9,99,6
2018,1,9999,9,9999,58356
2018,1,9999,9,77,58350
2018,2,1,1,1,789
2018,2,1,1,2,5154
2018,2,1,1,3,2310
2018,2,1,1,4,1452
2018,2,1,1,5,216
2018,2,1,1,6,720
2018,2,1,1,7,672
2018,2,1,1,8,1179
2018,2,1,1,9,2220
2018,2,1,1,12,159
2018,2,1,1,13,2862
2018,2,1,1,14,1083
2018,2,1,1,15,498
2018,2,1,1,16,249
2018,2,1,1,17,246
2018,2,1,1,18,231
2018,2,1,1,99,..C
2018,2,1,1,9999,20046
2018,2,1,1,77,20040
2018,2,1,2,1,813
2018,2,1,2,2,4896
2018,2,1,2,3,2169
2018,2,1,2,4,1317
2018,2,1,2,5,174
2018,2,1,2,6,705
2018,2,1,2,7,639
2018,2,1,2,8,1104
2018,2,1,2,9,2112
2018,2,1,2,12,156
2018,2,1,2,13,2775
2018,2,1,2,14,984
2018,2,1,2,15,513
2018,2,1,2,16,228
2018,2,1,2,17,231
2018,2,1,2,18,207
2018,2,1,2,99,..C
2018,2,1,2,9999,19035
2018,2,1,2,77,19032
2018,2,1,9,1,1605
2018,2,1,9,2,10050
2018,2,1,9,3,4479
2018,2,1,9,4,2769
2018,2,1,9,5,387
2018,2,1,9,6,1425
2018,2,1,9,7,1311
2018,2,1,9,8,2283
2018,2,1,9,9,4332
2018,2,1,9,12,318
2018,2,1,9,13,5637
2018,2,1,9,14,2064
2018,2,1,9,15,1011
2018,2,1,9,16,480
2018,2,1,9,17,477
2018,2,1,9,18,438
2018,2,1,9,99,6
2018,2,1,9,9999,39081
2018,2,1,9,77,39072
2018,2,2,1,1,615
2018,2,2,1,2,1968
2018,2,2,1,3,1248
2018,2,2,1,4,897
2018,2,2,1,5,234
2018,2,2,1,6,495
2018,2,2,1,7,246
2018,2,2,1,8,624
2018,2,2,1,9,747
2018,2,2,1,12,39
2018,2,2,1,13,660
2018,2,2,1,14,210
2018,2,2,1,15,138
2018,2,2,1,16,42
2018,2,2,1,17,75
2018,2,2,1,18,78
2018,2,2,1,99,..C
2018,2,2,1,9999,8328
2018,2,2,1,77,8325
2018,2,2,2,1,669
2018,2,2,2,2,1836
2018,2,2,2,3,1101
2018,2,2,2,4,858
2018,2,2,2,5,270
2018,2,2,2,6,468
2018,2,2,2,7,276
2018,2,2,2,8,570
2018,2,2,2,9,714
2018,2,2,2,12,33
2018,2,2,2,13,627
2018,2,2,2,14,219
2018,2,2,2,15,147
2018,2,2,2,16,57
2018,2,2,2,17,60
2018,2,2,2,18,63
2018,2,2,2,99,..C
2018,2,2,2,9999,7968
2018,2,2,2,77,7965
2018,2,2,9,1,1284
2018,2,2,9,2,3807
2018,2,2,9,3,2349
2018,2,2,9,4,1758
2018,2,2,9,5,507
2018,2,2,9,6,960
2018,2,2,9,7,519
2018,2,2,9,8,1191
2018,2,2,9,9,1464
2018,2,2,9,12,72
2018,2,2,9,13,1290
2018,2,2,9,14,429
2018,2,2,9,15,285
2018,2,2,9,16,99
2018,2,2,9,17,135
2018,2,2,9,18,141
2018,2,2,9,99,6
2018,2,2,9,9999,16296
2018,2,2,9,77,16290
2018,2,3,1,1,90
2018,2,3,1,2,2628
2018,2,3,1,3,291
2018,2,3,1,4,144
2018,2,3,1,5,33
2018,2,3,1,6,114
2018,2,3,1,7,39
2018,2,3,1,8,165
2018,2,3,1,9,480
2018,2,3,1,12,3
2018,2,3,1,13,282
2018,2,3,1,14,72
2018,2,3,1,15,39
2018,2,3,1,16,9
2018,2,3,1,17,18
2018,2,3,1,18,21
2018,2,3,1,99,..C
2018,2,3,1,9999,4422
2018,2,3,1,77,4422
2018,2,3,2,1,108
2018,2,3,2,2,2484
2018,2,3,2,3,258
2018,2,3,2,4,135
2018,2,3,2,5,33
2018,2,3,2,6,123
2018,2,3,2,7,33
2018,2,3,2,8,141
2018,2,3,2,9,426
2018,2,3,2,12,3
2018,2,3,2,13,234
2018,2,3,2,14,75
2018,2,3,2,15,18
2018,2,3,2,16,3
2018,2,3,2,17,15
2018,2,3,2,18,9
2018,2,3,2,99,..C
2018,2,3,2,9999,4098
2018,2,3,2,77,4098
2018,2,3,9,1,198
2018,2,3,9,2,5112
2018,2,3,9,3,546
2018,2,3,9,4,279
2018,2,3,9,5,66
2018,2,3,9,6,237
2018,2,3,9,7,72
2018,2,3,9,8,306
2018,2,3,9,9,903
2018,2,3,9,12,6
2018,2,3,9,13,516
2018,2,3,9,14,147
2018,2,3,9,15,57
2018,2,3,9,16,15
2018,2,3,9,17,33
2018,2,3,9,18,27
2018,2,3,9,99,..C
2018,2,3,9,9999,8520
2018,2,3,9,77,8520
2018,2,4,1,1,63
2018,2,4,1,2,3102
2018,2,4,1,3,378
2018,2,4,1,4,186
2018,2,4,1,5,18
2018,2,4,1,6,54
2018,2,4,1,7,48
2018,2,4,1,8,141
2018,2,4,1,9,519
2018,2,4,1,12,6
2018,2,4,1,13,552
2018,2,4,1,14,102
2018,2,4,1,15,45
2018,2,4,1,16,15
2018,2,4,1,17,30
2018,2,4,1,18,15
2018,2,4,1,99,..C
2018,2,4,1,9999,5280
2018,2,4,1,77,5280
2018,2,4,2,1,66
2018,2,4,2,2,2973
2018,2,4,2,3,408
2018,2,4,2,4,189
2018,2,4,2,5,18
2018,2,4,2,6,69
2018,2,4,2,7,57
2018,2,4,2,8,132
2018,2,4,2,9,468
2018,2,4,2,12,9
2018,2,4,2,13,495
2018,2,4,2,14,99
2018,2,4,2,15,60
2018,2,4,2,16,21
2018,2,4,2,17,42
2018,2,4,2,18,21
2018,2,4,2,99,..C
2018,2,4,2,9999,5121
2018,2,4,2,77,5121
2018,2,4,9,1,129
2018,2,4,9,2,6075
2018,2,4,9,3,786
2018,2,4,9,4,378
2018,2,4,9,5,36
2018,2,4,9,6,120
2018,2,4,9,7,105
2018,2,4,9,8,270
2018,2,4,9,9,987
2018,2,4,9,12,15
2018,2,4,9,13,1047
2018,2,4,9,14,201
2018,2,4,9,15,105
2018,2,4,9,16,33
2018,2,4,9,17,72
2018,2,4,9,18,36
2018,2,4,9,99,..C
2018,2,4,9,9999,10398
2018,2,4,9,77,10398
2018,2,5,1,1,9
2018,2,5,1,2,294
2018,2,5,1,3,60
2018,2,5,1,4,27
2018,2,5,1,5,3
2018,2,5,1,6,9
2018,2,5,1,7,12
2018,2,5,1,8,18
2018,2,5,1,9,99
2018,2,5,1,12,0
2018,2,5,1,13,87
2018,2,5,1,14,36
2018,2,5,1,15,9
2018,2,5,1,16,0
2018,2,5,1,17,6
2018,2,5,1,18,6
2018,2,5,1,99,..C
2018,2,5,1,9999,666
2018,2,5,1,77,666
2018,2,5,2,1,6
2018,2,5,2,2,288
2018,2,5,2,3,42
2018,2,5,2,4,30
2018,2,5,2,5,6
2018,2,5,2,6,15
2018,2,5,2,7,6
2018,2,5,2,8,15
2018,2,5,2,9,105
2018,2,5,2,12,3
2018,2,5,2,13,66
2018,2,5,2,14,30
2018,2,5,2,15,6
2018,2,5,2,16,6
2018,2,5,2,17,6
2018,2,5,2,18,3
2018,2,5,2,99,..C
2018,2,5,2,9999,627
2018,2,5,2,77,627
2018,2,5,9,1,18
2018,2,5,9,2,582
2018,2,5,9,3,102
2018,2,5,9,4,54
2018,2,5,9,5,9
2018,2,5,9,6,21
2018,2,5,9,7,18
2018,2,5,9,8,36
2018,2,5,9,9,207
2018,2,5,9,12,3
2018,2,5,9,13,150
2018,2,5,9,14,63
2018,2,5,9,15,12
2018,2,5,9,16,6
2018,2,5,9,17,12
2018,2,5,9,18,6
2018,2,5,9,99,..C
2018,2,5,9,9999,1296
2018,2,5,9,77,1296
2018,2,6,1,1,9
2018,2,6,1,2,129
2018,2,6,1,3,39
2018,2,6,1,4,18
2018,2,6,1,5,3
2018,2,6,1,6,15
2018,2,6,1,7,9
2018,2,6,1,8,15
2018,2,6,1,9,57
2018,2,6,1,12,3
2018,2,6,1,13,60
2018,2,6,1,14,15
2018,2,6,1,15,9
2018,2,6,1,16,9
2018,2,6,1,17,3
2018,2,6,1,18,6
2018,2,6,1,99,..C
2018,2,6,1,9999,390
2018,2,6,1,77,390
2018,2,6,2,1,9
2018,2,6,2,2,123
2018,2,6,2,3,39
2018,2,6,2,4,12
2018,2,6,2,5,3
2018,2,6,2,6,12
2018,2,6,2,7,12
2018,2,6,2,8,9
2018,2,6,2,9,45
2018,2,6,2,12,3
2018,2,6,2,13,42
2018,2,6,2,14,12
2018,2,6,2,15,3
2018,2,6,2,16,3
2018,2,6,2,17,3
2018,2,6,2,18,6
2018,2,6,2,99,..C
2018,2,6,2,9999,336
2018,2,6,2,77,336
2018,2,6,9,1,18
2018,2,6,9,2,252
2018,2,6,9,3,78
2018,2,6,9,4,30
2018,2,6,9,5,3
2018,2,6,9,6,24
2018,2,6,9,7,21
2018,2,6,9,8,27
2018,2,6,9,9,96
2018,2,6,9,12,3
2018,2,6,9,13,102
2018,2,6,9,14,30
2018,2,6,9,15,12
2018,2,6,9,16,12
2018,2,6,9,17,6
2018,2,6,9,18,9
2018,2,6,9,99,..C
2018,2,6,9,9999,729
2018,2,6,9,77,729
2018,2,9,1,1,0
2018,2,9,1,2,0
2018,2,9,1,3,0
2018,2,9,1,4,0
2018,2,9,1,5,0
2018,2,9,1,6,0
2018,2,9,1,7,0
2018,2,9,1,8,0
2018,2,9,1,9,0
2018,2,9,1,12,0
2018,2,9,1,13,0
2018,2,9,1,14,0
2018,2,9,1,15,0
2018,2,9,1,16,0
2018,2,9,1,17,0
2018,2,9,1,18,0
2018,2,9,1,99,..C
2018,2,9,1,9999,3
2018,2,9,1,77,3
2018,2,9,2,1,0
2018,2,9,2,2,0
2018,2,9,2,3,0
2018,2,9,2,4,0
2018,2,9,2,5,0
2018,2,9,2,6,0
2018,2,9,2,7,0
2018,2,9,2,8,0
2018,2,9,2,9,0
2018,2,9,2,12,0
2018,2,9,2,13,3
2018,2,9,2,14,0
2018,2,9,2,15,0
2018,2,9,2,16,0
2018,2,9,2,17,0
2018,2,9,2,18,0
2018,2,9,2,99,..C
2018,2,9,2,9999,3
2018,2,9,2,77,3
2018,2,9,9,1,0
2018,2,9,9,2,0
2018,2,9,9,3,0
2018,2,9,9,4,0
2018,2,9,9,5,0
2018,2,9,9,6,0
2018,2,9,9,7,0
2018,2,9,9,8,0
2018,2,9,9,9,0
2018,2,9,9,12,0
2018,2,9,9,13,3
2018,2,9,9,14,0
2018,2,9,9,15,0
2018,2,9,9,16,0
2018,2,9,9,17,0
2018,2,9,9,18,0
2018,2,9,9,99,..C
2018,2,9,9,9999,6
2018,2,9,9,77,6
2018,2,77,1,1,1149
2018,2,77,1,2,10398
2018,2,77,1,3,3243
2018,2,77,1,4,2085
2018,2,77,1,5,384
2018,2,77,1,6,1086
2018,2,77,1,7,801
2018,2,77,1,8,1581
2018,2,77,1,9,3099
2018,2,77,1,12,174
2018,2,77,1,13,3627
2018,2,77,1,14,1248
2018,2,77,1,15,597
2018,2,77,1,16,273
2018,2,77,1,17,294
2018,2,77,1,18,270
2018,2,77,1,99,..C
2018,2,77,1,9999,30312
2018,2,77,1,77,30306
2018,2,77,2,1,1176
2018,2,77,2,2,9798
2018,2,77,2,3,3075
2018,2,77,2,4,1914
2018,2,77,2,5,375
2018,2,77,2,6,1026
2018,2,77,2,7,780
2018,2,77,2,8,1449
2018,2,77,2,9,2946
2018,2,77,2,12,174
2018,2,77,2,13,3438
2018,2,77,2,14,1155
2018,2,77,2,15,615
2018,2,77,2,16,255
2018,2,77,2,17,285
2018,2,77,2,18,240
2018,2,77,2,99,..C
2018,2,77,2,9999,28698
2018,2,77,2,77,28695
2018,2,77,9,1,2322
2018,2,77,9,2,20196
2018,2,77,9,3,6318
2018,2,77,9,4,3999
2018,2,77,9,5,756
2018,2,77,9,6,2112
2018,2,77,9,7,1581
2018,2,77,9,8,3030
2018,2,77,9,9,6042
2018,2,77,9,12,348
2018,2,77,9,13,7065
2018,2,77,9,14,2403
2018,2,77,9,15,1209
2018,2,77,9,16,528
2018,2,77,9,17,579
2018,2,77,9,18,513
2018,2,77,9,99,6
2018,2,77,9,9999,59010
2018,2,77,9,77,59004
2018,2,9999,1,1,1149
2018,2,9999,1,2,10401
2018,2,9999,1,3,3243
2018,2,9999,1,4,2085
2018,2,9999,1,5,384
2018,2,9999,1,6,1086
2018,2,9999,1,7,801
2018,2,9999,1,8,1581
2018,2,9999,1,9,3099
2018,2,9999,1,12,174
2018,2,9999,1,13,3627
2018,2,9999,1,14,1248
2018,2,9999,1,15,597
2018,2,9999,1,16,273
2018,2,9999,1,17,294
2018,2,9999,1,18,270
2018,2,9999,1,99,3
2018,2,9999,1,9999,30315
2018,2,9999,1,77,30309
2018,2,9999,2,1,1176
2018,2,9999,2,2,9798
2018,2,9999,2,3,3075
2018,2,9999,2,4,1914
2018,2,9999,2,5,375
2018,2,9999,2,6,1026
2018,2,9999,2,7,780
2018,2,9999,2,8,1449
2018,2,9999,2,9,2946
2018,2,9999,2,12,174
2018,2,9999,2,13,3441
2018,2,9999,2,14,1155
2018,2,9999,2,15,615
2018,2,9999,2,16,255
2018,2,9999,2,17,285
2018,2,9999,2,18,240
2018,2,9999,2,99,6
2018,2,9999,2,9999,28698
2018,2,9999,2,77,28695
2018,2,9999,9,1,2322
2018,2,9999,9,2,20196
2018,2,9999,9,3,6318
2018,2,9999,9,4,3999
2018,2,9999,9,5,756
2018,2,9999,9,6,2112
2018,2,9999,9,7,1581
2018,2,9999,9,8,3030
2018,2,9999,9,9,6045
2018,2,9999,9,12,348
2018,2,9999,9,13,7065
2018,2,9999,9,14,2403
2018,2,9999,9,15,1209
2018,2,9999,9,16,528
2018,2,9999,9,17,579
2018,2,9999,9,18,513
2018,2,9999,9,99,6
2018,2,9999,9,9999,59013
2018,2,9999,9,77,59007
2018,3,1,1,1,843
2018,3,1,1,2,5310
2018,3,1,1,3,2322
2018,3,1,1,4,1476
2018,3,1,1,5,210
2018,3,1,1,6,753
2018,3,1,1,7,717
2018,3,1,1,8,1176
2018,3,1,1,9,2223
2018,3,1,1,12,189
2018,3,1,1,13,2886
2018,3,1,1,14,1050
2018,3,1,1,15,501
2018,3,1,1,16,237
2018,3,1,1,17,228
2018,3,1,1,18,240
2018,3,1,1,99,..C
2018,3,1,1,9999,20367
2018,3,1,1,77,20364
2018,3,1,2,1,780
2018,3,1,2,2,4926
2018,3,1,2,3,2136
2018,3,1,2,4,1356
2018,3,1,2,5,189
2018,3,1,2,6,798
2018,3,1,2,7,690
2018,3,1,2,8,1176
2018,3,1,2,9,2091
2018,3,1,2,12,147
2018,3,1,2,13,2658
2018,3,1,2,14,1008
2018,3,1,2,15,504
2018,3,1,2,16,240
2018,3,1,2,17,234
2018,3,1,2,18,207
2018,3,1,2,99,..C
2018,3,1,2,9999,19140
2018,3,1,2,77,19137
2018,3,1,9,1,1623
2018,3,1,9,2,10236
2018,3,1,9,3,4458
2018,3,1,9,4,2832
2018,3,1,9,5,402
2018,3,1,9,6,1551
2018,3,1,9,7,1404
2018,3,1,9,8,2355
2018,3,1,9,9,4311
2018,3,1,9,12,336
2018,3,1,9,13,5547
2018,3,1,9,14,2055
2018,3,1,9,15,1005
2018,3,1,9,16,480
2018,3,1,9,17,462
2018,3,1,9,18,450
2018,3,1,9,99,6
2018,3,1,9,9999,39510
2018,3,1,9,77,39501
2018,3,2,1,1,687
2018,3,2,1,2,2055
2018,3,2,1,3,1230
2018,3,2,1,4,984
2018,3,2,1,5,249
2018,3,2,1,6,474
2018,3,2,1,7,273
2018,3,2,1,8,618
2018,3,2,1,9,711
2018,3,2,1,12,45
2018,3,2,1,13,633
2018,3,2,1,14,180
2018,3,2,1,15,153
2018,3,2,1,16,45
2018,3,2,1,17,66
2018,3,2,1,18,78
2018,3,2,1,99,..C
2018,3,2,1,9999,8478
2018,3,2,1,77,8475
2018,3,2,2,1,645
2018,3,2,2,2,1836
2018,3,2,2,3,1113
2018,3,2,2,4,873
2018,3,2,2,5,231
2018,3,2,2,6,495
2018,3,2,2,7,279
2018,3,2,2,8,591
2018,3,2,2,9,645
2018,3,2,2,12,36
2018,3,2,2,13,522
2018,3,2,2,14,192
2018,3,2,2,15,144
2018,3,2,2,16,45
2018,3,2,2,17,45
2018,3,2,2,18,72
2018,3,2,2,99,..C
2018,3,2,2,9999,7770
2018,3,2,2,77,7764
2018,3,2,9,1,1329
2018,3,2,9,2,3891
2018,3,2,9,3,2343
2018,3,2,9,4,1860
2018,3,2,9,5,483
2018,3,2,9,6,969
2018,3,2,9,7,549
2018,3,2,9,8,1209
2018,3,2,9,9,1356
2018,3,2,9,12,84
2018,3,2,9,13,1155
2018,3,2,9,14,372
2018,3,2,9,15,294
2018,3,2,9,16,90
2018,3,2,9,17,108
2018,3,2,9,18,150
2018,3,2,9,99,6
2018,3,2,9,9999,16251
2018,3,2,9,77,16242
2018,3,3,1,1,114
2018,3,3,1,2,2733
2018,3,3,1,3,300
2018,3,3,1,4,150
2018,3,3,1,5,39
2018,3,3,1,6,114
